Year,Name,College,Position,Height (in),Weight (lbs),Wonderlic,40 Yard Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle ,3Cone
2018,Austin Allen,Arkansas,QB,72.375,210,,4.81,,29.5,112,4.48,7.18
2018,Brian Allen,Michigan State,C,73.125,298,,5.34,27,26.5,99,4.71,7.81
2018,Dejon Allen,Hawaii,OG,74,295,,9.99,,,,9.99,9.99
2018,Josh Allen,Wyoming,QB,76.875,237,,4.75,,33.5,119,4.4,6.9
2018,Kyle Allen,Houston,QB,75.25,210,,9.99,,,,9.99,9.99
2018,Marcus Allen,Penn State,FS,74.125,202,,9.99,15,37,127,4.32,9.99
2018,Johnathan Alston,North Carolina State,FS,73.125,205,,9.99,,,,9.99,9.99
2018,Abdullah Anderson,Bucknell (PA),DT,75.25,303,,9.99,,,,9.99,9.99
2018,Kiante Anderson,East Carolina (NC),DE,75.125,260,,9.99,,,,9.99,9.99
2018,Matt Anderson,California,K,71.625,203,,9.99,,,,9.99,9.99
2018,Mark Andrews,Oklahoma,TE,77.125,256,,4.67,17,31,113,4.38,7.34
2018,Nate Andrews,Florida State,SS,70.75,204,,9.99,,,,9.99,9.99
2018,Troy Apke,Penn State,SS,73.25,198,,4.34,16,41,131,4.03,6.56
2018,Cornell Armstrong,Southern Mississippi,CB,71.125,193,,9.99,,,,9.99,9.99
2018,Dorance Armstrong,Kansas,DE,75.625,257,,4.87,20,30,118,4.23,7.12
2018,Brandon Arnold,Oregon State,SS,71,201,,9.99,,,,9.99,9.99
2018,Ade Aruna,Tulane (LA),DE,76.625,262,,4.6,18,38.5,128,4.48,7.53
2018,Marcell Ateman,Oklahoma State,WR,76.5,216,,4.62,13,34,121,4.25,7.07
2018,John Atkins,Georgia,DT,74.875,321,,5.38,,24,89,4.75,7.95
2018,Lance Austin,Georgia Tech,CB,67.875,198,,9.99,,,,9.99,9.99
2018,Anthony Averett,Alabama,CB,71.125,185,,4.36,13,31.5,119,4.4,6.93
2018,Corey Avery,Sam Houston State (TX),RB,69.625,191,,9.99,,,,9.99,9.99
2018,Genard Avery,Memphis,ILB,72.5,248,,4.59,26,36,124,4.36,6.9
2018,Michael Badgley,Miami (FL),K,69.75,183,,4.94,,,111,9.99,9.99
2018,Mike Badgley,Miami (FL),K,70,183,,4.94,,,111,9.99,9.99
2018,Jerome Baker,Ohio State,OLB,73.125,229,,4.53,22,36.5,126,9.99,9.99
2018,Kalen Ballage,Arizona State,RB,73.5,228,,4.46,15,33.5,122,4.35,6.91
2018,Saquon Barkley,Penn State,RB,72,233,,4.4,29,41,,4.24,9.99
2018,Austin Barnes,East Carolina (NC),P,71.25,216,,9.99,,,,9.99,9.99
2018,J.T. Barrett,Ohio State,QB,73.25,224,,4.7,,30,108,4.44,7.38
2018,Jessie Bates,Wake Forest,FS,73.125,195,,4.5,,35.5,117,4.26,6.78
2018,Cameron Batson,Texas Tech,WR,68.25,175,,9.99,,,,9.99,9.99
2018,Marcus Baugh,Ohio State,TE,75.5,247,,4.81,,33,117,4.51,7.28
2018,Nick Bawden,San Diego State,FB,73.875,245,,9.99,,,,9.99,9.99
2018,Nathan Bazata,Iowa,DT,73.375,290,,9.99,,,,9.99,9.99
2018,Davin Bellamy,Georgia,OLB,75.75,255,,9.99,15,,,9.99,9.99
2018,Kurt Benkert,Virginia,QB,74.625,218,,4.95,16,31,112,4.33,7.15
2018,Parris Bennett,Syracuse,ILB,72,233,,9.99,,,,9.99,9.99
2018,JaWhaun Bentley,Purdue,ILB,73.625,246,,9.99,,,,9.99,9.99
2018,Al-Rasheed Benton,West Virginia,ILB,72.625,242,,9.99,,,,9.99,9.99
2018,Braxton Berrios,Miami (FL),WR,68.625,184,,9.99,11,,,9.99,9.99
2018,Keishawn Bierria,Washington,ILB,72.375,230,,4.79,21,30.5,117,9.99,7.26
2018,Saeed Blacknall,Penn State,WR,74,208,,9.99,,,,9.99,9.99
2018,Travon Blanchard,Texas A&M-Commerce,SS,73.875,208,,9.99,,,,9.99,9.99
2018,Quin Blanding,Virginia,FS,74,215,,4.63,,31.5,122,9.99,9.99
2018,Jeb Blazevich,Georgia,TE,76.375,250,,9.99,,,,9.99,9.99
2018,Alec Bloom,Connecticut,TE,78.125,251,,9.99,,,,9.99,9.99
2018,Reggie Bonnafon,Louisville,RB,72.875,212,,9.99,,,,9.99,9.99
2018,Kyle Bosch,West Virginia,OG,76.25,296,,9.99,,,,9.99,9.99
2018,Bradley Bozeman,Alabama,C,76.875,296,,9.99,,,,9.99,9.99
2018,Hunter Bradley,Mississippi State,LS,74.625,241,,9.99,,,,9.99,9.99
2018,David Bright,Stanford,OT,77.125,307,,9.99,,,,9.99,9.99
2018,Jeremiah Briscoe,Sam Houston State (TX),QB,75,220,,9.99,,,,9.99,9.99
2018,Andrew Brown,Virginia,DE,75.375,296,,5.03,31,28,101,4.48,7.51
2018,Drew Brown,Nebraska,K,70.5,208,,9.99,,,,9.99,9.99
2018,Evan Brown,Southern Methodist (TX),C,74.5,302,,9.99,,,,9.99,9.99
2018,Orlando Brown,Oklahoma,OT,79.875,345,,5.85,14,19.5,82,5.38,7.87
2018,Tony Brown,Alabama,CB,71.875,198,,4.35,14,31.5,126,4.11,6.78
2018,Max Browne,Pittsburgh,QB,77.125,227,,9.99,,,,9.99,9.99
2018,Taven Bryan,Florida,DT,77,291,,4.98,30,35,119,4.48,7.12
2018,Oren Burks,Vanderbilt,OLB,75.125,233,,4.59,18,39.5,131,4.15,6.82
2018,Deontay Burnett,Southern California,WR,71.625,186,,9.99,,,,9.99,9.99
2018,Ryan Burns,Stanford,QB,76.875,245,,9.99,,,,9.99,9.99
2018,Jason Cabinda,Penn State,ILB,73,239,,9.99,19,,,9.99,9.99
2018,Deon Cain,Clemson,WR,73.875,202,,4.43,11,33.5,115,4.37,6.71
2018,DJ Calhoun,Arizona State,ILB,71.125,242,,9.99,,,,9.99,9.99
2018,Antonio Callaway,Florida,WR,70.625,200,,4.41,,34,121,9.99,9.99
2018,Chris Campbell,Penn State,CB,73,194,,9.99,14,,,9.99,9.99
2018,Christian Campbell,Penn State,CB,72.75,195,,9.99,14,,,9.99,9.99
2018,Jake Campos,Iowa State,OT,79.25,304,,9.99,,,,9.99,9.99
2018,Trenton Cannon,Virginia State,RB,70.25,185,,9.99,,,,9.99,9.99
2018,Dylan Cantrell,Texas Tech,WR,74.875,226,,4.59,18,38.5,130,4.03,6.56
2018,Alex Cappa,Humboldt State (CA),OT,77.75,305,,5.39,24,26.5,97,4.84,8.04
2018,Tanner Carew,Oregon,LS,73.25,243,,5,18,30,111,4.28,7.26
2018,Daniel Carlson,Auburn,K,77.25,213,,9.99,,,,9.99,9.99
2018,Luke Carrezola,Connecticut,DE,73.875,257,,9.99,,,,9.99,9.99
2018,Darren Carrington,Utah,WR,74.25,199,,9.99,,36,120,9.99,9.99
2018,Jermaine Carter,Maryland,ILB,72.625,222,,9.99,,,,9.99,9.99
2018,Lorenzo Carter,Georgia,OLB,76.875,250,,4.5,,36,130,9.99,9.99
2018,Martez Carter,Grambling State (LA),RB,67,210,,9.99,,,,9.99,9.99
2018,Reggie Carter,Georgia,ILB,72.75,227,,9.99,,,,9.99,9.99
2018,Ryan Carter,Clemson,CB,69.375,184,,9.99,,,,9.99,9.99
2018,Andre Chachere,San Jose State,CB,71.75,200,,4.49,13,38,123,4.07,6.78
2018,Sean Chandler,Temple,FS,70.5,190,,4.65,16,34.5,119,4.62,9.99
2018,D.J. Chark,Louisiana State,WR,75,199,,4.34,16,40,129,9.99,9.99
2018,DJ Chark,Louisiana State,WR,74.875,199,,4.34,16,40,129,9.99,9.99
2018,Patrick Choudja,Nevada,DE,75,255,,9.99,,,,9.99,9.99
2018,Geron Christian,Louisville,OT,77.125,298,,5.33,19,,,9.99,9.99
2018,Bradley Chubb,North Carolina State,DE,76.375,269,,4.65,24,36,121,4.41,7.37
2018,Nick Chubb,Georgia,RB,70.875,227,,4.52,29,38.5,128,4.25,7.09
2018,Jack Cichy,Wisconsin,ILB,74.125,238,,9.99,18,,,9.99,9.99
2018,Will Clapp,Louisiana State,C,76.5,311,,5.39,25,29,97,4.92,8.04
2018,James Clark,Virginia Tech,WR,69,180,,9.99,,,,9.99,9.99
2018,Simmie Cobbs,Indiana,WR,75.125,220,,4.64,11,30,113,4.32,6.7
2018,Mason Cole,Michigan,C,76.125,307,,5.23,23,23.5,104,4.78,7.77
2018,Lavon Coleman,Washington,RB,70.75,215,,4.65,23,33,120,9.99,9.99
2018,Cayson Collins,North Carolina,OLB,73,232,,9.99,,,,9.99,9.99
2018,Evan Colorito,Colorado State,OLB,75.625,247,,9.99,,,,9.99,9.99
2018,Tyler Conklin,Central Michigan,TE,75,254,,4.8,18,38,120,4.23,7.13
2018,Logan Cooke,Mississippi State,P,77.375,237,,9.99,,,,9.99,9.99
2018,Demetrius Cooper,Michigan State,DE,77.125,241,,9.99,,,,9.99,9.99
2018,Austin Corbett,Nevada,OG,76.375,306,,5.15,19,28,106,4.5,7.87
2018,Eric Cotton,Stanford,DE,76.25,272,,9.99,,,,9.99,9.99
2018,Kamari Cotton-Moya,Iowa State,SS,71.75,202,,9.99,,,,9.99,9.99
2018,Keke Coutee,Texas Tech,WR,69.75,181,,4.43,14,34.5,113,4.15,6.93
2018,Chris Covington,Indiana,OLB,74.125,245,,4.78,23,,,9.99,9.99
2018,Zachary Crabtree,Oklahoma State,OT,78.25,317,,9.99,,,,9.99,9.99
2018,James Crawford,Illinois,OLB,74,239,,9.99,,,,9.99,9.99
2018,Justin Crawford,West Virginia,RB,71.375,199,,4.64,11,33.5,122,9.99,9.99
2018,Tyrell Crosby,Oregon,OT,76.625,309,,5.23,17,30,105,4.77,7.89
2018,Keion Crossen,Western Carolina,CB,69.125,178,,9.99,,,,9.99,9.99
2018,Tyrone Crowder,Clemson,OG,73.625,342,,9.99,,,,9.99,9.99
2018,Dane Cruikshank,Arizona,SS,73.25,206,,4.41,25,38.5,121,4.24,6.89
2018,Korey Cunningham,Cincinnati,OT,77.375,311,,9.99,,,,9.99,9.99
2018,Qualen Cunningham,Texas A&M,DE,73.5,224,,9.99,,,,9.99,9.99
2018,Christian Daimler,Texas A&M,OT,79.5,305,,9.99,,,,9.99,9.99
2018,Trevor Daniel,Tennessee,P,73.5,230,,4.98,23,32.5,119,9.99,9.99
2018,James Daniels,Iowa,C,75.375,306,,9.99,21,30.5,108,4.4,7.29
2018,Trevor Darling,Miami (FL),OT,76.625,315,,9.99,,,,9.99,9.99
2018,Sam Darnold,Southern California,QB,75.375,221,,4.85,,26.5,105,4.4,6.96
2018,Marcus Davenport,Texas-San Antonio,DE,77.75,264,,4.58,22,33.5,124,4.41,7.2
2018,Joseph Davidson,Bowling Green (OH),P,79.125,232,,9.99,,,,9.99,9.99
2018,Aaron Davis,Georgia,CB,71.75,194,,9.99,,,,9.99,9.99
2018,Antwuan Davis,Texas,CB,71,196,,9.99,,,,9.99,9.99
2018,Austin Davis,Duke,C,75.875,301,,9.99,,,,9.99,9.99
2018,Carlton Davis,Auburn,CB,73,203,,4.53,16,34,124,9.99,9.99
2018,Jawill Davis,Bethune-Cookman (FL),WR,72.875,191,,9.99,,,,9.99,9.99
2018,Duke Dawson,Florida,CB,70.625,208,,4.46,15,,,9.99,9.99
2018,Gerhard de Beer,Arizona,OT,78.5,312,,9.99,,,,9.99,9.99
2018,Dee Delaney,Miami (FL),CB,71.5,194,,4.46,13,32.5,120,4.25,6.95
2018,Nick Deluca,North Dakota State,ILB,74.625,251,,4.85,18,29.5,112,4.23,7.09
2018,Jamil Demby,Maine,OG,76.5,319,,5.58,17,23.5,98,4.95,7.86
2018,Shamire Devine,Georgia Tech,OG,78.375,380,,9.99,,,,9.99,9.99
2018,John Diarse,Texas Christian,WR,71.375,211,,9.99,,,,9.99,9.99
2018,Garrett Dickerson,Northwestern,FB,74.5,244,,9.99,,,,9.99,9.99
2018,Matt Dickerson,UCLA,DE,76.625,292,,5.06,26,31,,9.99,9.99
2018,Michael Dickson,Texas,P,74.375,208,,9.99,,,,9.99,9.99
2018,Christian DiLauro,Illinois,OT,77.5,300,,9.99,,,,9.99,9.99
2018,Cam Dillard,North Carolina,C,74.875,302,,9.99,,,,9.99,9.99
2018,Will Dissly,Washington,TE,75.75,262,,4.87,15,28,111,4.4,7.07
2018,Kendall Donnerson,Southeast Missouri State,OLB,75,250,,9.99,,,,9.99,9.99
2018,Garret Dooley,Wisconsin,OLB,74.375,248,,4.8,21,33,121,4.28,9.99
2018,Devante Downs,California,ILB,74.375,252,,9.99,,,,9.99,9.99
2018,Lashard Durr,Mississippi State,CB,70.625,188,,9.99,,,,9.99,9.99
2018,Chase Edmonds,Fordham (NY),RB,69.125,205,,4.55,19,34,122,4.07,6.79
2018,Terrell Edmunds,Virginia Tech,SS,72.5,220,,4.47,,41.5,134,9.99,9.99
2018,Tremaine Edmunds,Virginia Tech,OLB,76.5,253,,4.54,19,,117,9.99,9.99
2018,Duke Ejiofor,Wake Forest,DE,75.375,264,,9.99,,,,9.99,9.99
2018,Deshon Elliott,Texas,SS,72.875,205,,4.58,15,36,121,9.99,9.99
2018,Vic Enwere,California,FB,72.625,241,,9.99,,,,9.99,9.99
2018,Donnie Ernsberger,Western Michigan,FB,74.75,241,,4.78,15,31,114,4.34,7.09
2018,Jesse Ertz,Kansas State,QB,74.5,209,,9.99,,,,9.99,9.99
2018,Danny Etling,Louisiana State,QB,74.5,222,,4.76,,30.5,114,4.37,7.09
2018,Aaron Evans,Central Florida,OT,76.875,309,,9.99,,,,9.99,9.99
2018,Rashaan Evans,Alabama,OLB,73.875,232,,9.99,,30,116,4.36,6.95
2018,Danny Ezechukwu,Purdue,OLB,73.5,247,,9.99,,,,9.99,9.99
2018,Brandon Facyson,Virginia Tech,CB,73.5,197,,4.53,16,,,9.99,9.99
2018,Nico Falah,Southern California,C,75.75,301,,9.99,,,,9.99,9.99
2018,Luke Falk,Washington State,QB,75.625,215,,9.99,,26.5,103,9.99,9.99
2018,Rashard Fant,Indiana,CB,69.5,175,,9.99,,,,9.99,9.99
2018,Foley Fatukasi,Connecticut,DT,76,318,,5.29,33,30,112,4.53,7.44
2018,Folorunso Fatukasi,Connecticut,DT,75.75,318,,5.29,33,30,112,4.53,7.44
2018,Riley Ferguson,Memphis,QB,74.75,212,,4.98,,29,110,4.4,6.96
2018,Kylie Fitts,Utah,DE,75.75,263,,4.69,31,32.5,117,4.19,6.88
2018,Minkah Fitzpatrick,Alabama,CB,72.125,204,,4.46,14,33,121,9.99,9.99
2018,Dimitri Flowers,Oklahoma,FB,73.875,248,,4.83,17,30.5,109,4.53,7.45
2018,Quinton Flowers,South Florida,QB,70.375,214,,4.63,,,112,4.57,6.81
2018,Tre Flowers,Oklahoma State,SS,75.25,200,,4.45,18,34.5,122,9.99,9.99
2018,Keith Ford,Texas A&M,RB,70.125,219,,9.99,,,,9.99,9.99
2018,Poona Ford,Texas,DT,71.625,306,,9.99,,,,9.99,9.99
2018,Armanti Foreman,Texas,WR,71.75,205,,9.99,,,,9.99,9.99
2018,Jerrell Foster,Kent State (OH),CB,70.875,181,,9.99,,,,9.99,9.99
2018,Robert Foster,Alabama,WR,73.625,196,,4.41,,31,116,4.2,6.9
2018,Daurice Fountain,Northern Iowa,WR,73.5,206,,9.99,,,,9.99,9.99
2018,Jarvion Franklin,Western Michigan,RB,71.5,239,,4.63,18,30,109,4.31,6.93
2018,Zaire Franklin,Syracuse,OLB,72.125,239,,9.99,,,,9.99,9.99
2018,John Franklin-Myer,Stephen F. Austin (TX),DE,75.875,283,,4.75,26,33,113,4.48,7.36
2018,John Franklin-Myers,Stephen F. Austin (TX),DE,76,283,,4.75,26,33,113,4.48,7.36
2018,Joshua Frazier,Alabama,DT,74.875,321,,9.99,21,,,9.99,9.99
2018,Marcell Frazier,Missouri,DE,76.625,256,,9.99,,,,9.99,9.99
2018,KeShun Freeman,Georgia Tech,OLB,74.125,246,,9.99,,,,9.99,9.99
2018,Royce Freeman,Oregon,RB,71.5,229,,4.54,17,34,118,4.16,6.9
2018,Troy Fumagalli,Wisconsin,TE,76.75,247,,9.99,14,,,9.99,9.99
2018,Russell Gage,Louisiana State,WR,72,186,,9.99,,,,9.99,9.99
2018,Michael Gallup,Colorado State,WR,72.75,205,,4.51,10,36,122,4.37,6.95
2018,Demarquis Gates,Mississippi,OLB,74.375,221,,9.99,,,,9.99,9.99
2018,Nick Gates,Nebraska,OG,77.375,307,,5.46,20,24,94,4.68,7.61
2018,Rashaan Gaulden,Tennessee,FS,72.75,193,,4.61,8,30,119,4.33,7.16
2018,Mike Gesicki,Penn State,TE,77.5,247,,4.54,22,41.5,129,4.1,6.76
2018,Greg Gilmore,Louisiana State,DT,75.25,305,,9.99,,,,9.99,9.99
2018,Frank Ginda,San Jose State,ILB,72,235,,9.99,,,,9.99,9.99
2018,Dallas Goedert,South Dakota State,TE,76.625,256,,9.99,23,,,9.99,9.99
2018,Austin Golson,Auburn,C,76.75,304,,9.99,,,,9.99,9.99
2018,Matt Gono,Wesley,OG,76,316,,9.99,,,,9.99,9.99
2018,Greg Gooch,Indiana,DE,73,254,,9.99,,,,9.99,9.99
2018,Deandre Goolsby,Florida,TE,76.25,240,,9.99,,,,9.99,9.99
2018,Colby Gossett,Appalachian State (NC),OG,76.875,311,,5.2,32,25,103,4.83,7.6
2018,Donald Gray,Mississippi State,WR,69.625,204,,9.99,,,,9.99,9.99
2018,J.T. Gray,Mississippi State,SS,71.25,195,,9.99,,,,9.99,9.99
2018,Davon Grayson,East Carolina (NC),WR,72.75,199,,4.51,19,34.5,124,9.99,9.99
2018,Rasheem Green,Southern California,DE,76.25,275,,4.73,,32.5,118,4.39,7.24
2018,Ryan Green,Florida State,RB,70.125,192,,9.99,,,,9.99,9.99
2018,Corey Griffin,Georgia Tech,FS,73.125,204,,9.99,,,,9.99,9.99
2018,Shaquem Griffin,Central Florida,OLB,72.375,227,,4.38,20,,117,9.99,9.99
2018,Derrius Guice,Louisiana State,RB,70.5,224,,4.49,15,31.5,,9.99,9.99
2018,Grant Haley,Penn State,CB,69.25,190,,4.44,15,34,119,3.94,6.51
2018,Jeremi Hall,South Florida,OG,76.875,307,,9.99,,,,9.99,9.99
2018,P.J. Hall,Sam Houston State (TX),DT,72.5,308,,9.99,,,,9.99,9.99
2018,Daesean Hamilton,Penn State,WR,72.625,203,,9.99,,34.5,118,4.15,6.84
2018,Shaun Hamilton,Alabama,ILB,71.625,229,,9.99,20,,,9.99,9.99
2018,Shaun Dion Hamilton,Alabama,ILB,72,228,,9.99,20,,,9.99,9.99
2018,DaShawn Hand,Alabama,DE,75.625,297,,4.83,28,31.5,111,4.62,7.98
2018,Davontae Harris,Illinois State,CB,71.375,200,,4.43,22,32.5,123,4.4,6.96
2018,Marcell Harris,Florida,SS,72.5,208,,9.99,16,,,9.99,9.99
2018,Trent Harris,Miami (FL),DE,73.75,246,,9.99,,,,9.99,9.99
2018,Desmond Harrison,West Georgia,OT,78,292,,4.9,,,,9.99,9.99
2018,Ronnie Harrison,Alabama,SS,74,214,,9.99,,34,120,9.99,9.99
2018,J.C. Hassenauer,Alabama,C,74.5,302,,9.99,,,,9.99,9.99
2018,Chris Hawkins,Southern California,FS,70.625,190,,9.99,,,,9.99,9.99
2018,Marquis Haynes,Mississippi,OLB,74.375,235,,4.67,23,32,123,4.45,7.14
2018,Derrick Hayward,Maryland,TE,76.75,237,,9.99,,,,9.99,9.99
2018,Taylor Hearn,Clemson,OG,76.5,320,,5.45,18,24,96,4.8,7.84
2018,James Hearns,Louisville,OLB,74.5,239,,4.89,22,,,9.99,9.99
2018,Cory Helms,South Carolina,C,75.875,308,,9.99,,,,9.99,9.99
2018,Quadree Henderson,Pittsburgh,WR,68,192,,4.5,12,32.5,120,4.28,6.89
2018,Trayvon Henderson,Hawaii,SS,72.125,208,,9.99,,,,9.99,9.99
2018,Zaycoven Henderson,Texas A&M,DT,72.75,298,,5.16,20,29.5,105,4.58,7.33
2018,Will Hernandez,Texas-El Paso,OG,74.375,327,,5.15,37,24,104,4.7,7.59
2018,Chris Herndon,Miami (FL),TE,76,253,,9.99,21,,,9.99,9.99
2018,Christopher Herndon,Miami (FL),TE,75.75,253,,9.99,21,,,9.99,9.99
2018,Tre Herndon,Vanderbilt,CB,71.75,188,,9.99,,,,9.99,9.99
2018,Frank Herron,Louisiana State,DT,75.375,303,,9.99,,,,9.99,9.99
2018,Kyle Hicks,Texas Christian,RB,69.625,204,,4.63,13,36.5,122,9.99,9.99
2018,B.J. Hill,North Carolina State,DT,75.25,311,,4.99,35,26.5,101,4.53,7.28
2018,Holton Hill,Texas,CB,73.625,200,,4.49,14,31,120,4.15,6.83
2018,Kenny Hill,Texas Christian,QB,73.875,209,,9.99,,,,9.99,9.99
2018,Khalid Hill,Michigan,FB,74,263,,9.99,,,,9.99,9.99
2018,Michael Hill,Ohio State,DT,74.5,315,,9.99,,,,9.99,9.99
2018,DJuan Hines,Houston,ILB,73,233,,9.99,,,,9.99,9.99
2018,Nyheim Hines,North Carolina State,RB,68.375,198,,4.38,,35.5,119,4.35,7.18
2018,Jeff Holland,Auburn,OLB,73.375,249,,4.79,,,116,9.99,9.99
2018,Gerald Holmes,Michigan State,RB,72.125,221,,9.99,,,,9.99,9.99
2018,Jalyn Holmes,Ohio State,DE,76.875,283,,4.82,25,32,,9.99,9.99
2018,RoDerrick Hoskins,Florida State,ILB,74.25,230,,9.99,,,,9.99,9.99
2018,Travin Howard,Texas Christian,SS,61.875,211,,9.99,,,,9.99,9.99
2018,Sam Hubbard,Ohio State,DE,77.375,270,,9.99,,35,116,4.32,6.84
2018,Garrett Hudson,Richmond (VA),TE,75.75,244,,9.99,,,,9.99,9.99
2018,Garrett Hughes,New Mexico,DE,73.5,244,,9.99,,,,9.99,9.99
2018,Mike Hughes,Central Florida,CB,70.125,191,,4.53,20,35.5,127,4.13,6.7
2018,Mike Hughes,Nevada Las Vegas,DT,74,308,,9.99,,,,9.99,9.99
2018,Naashon Hughes,Texas,DE,75.5,259,,9.99,,,,9.99,9.99
2018,Manase Hungalu,Oregon State,ILB,72.75,238,,9.99,,,,9.99,9.99
2018,Cole Hunt,Texas Christian,TE,78.125,254,,9.99,,,,9.99,9.99
2018,Hayden Hurst,South Carolina,TE,76.5,250,,4.67,,31.5,120,4.37,7.19
2018,Maurice Hurst,Michigan,DT,73.25,292,,9.99,,,,9.99,9.99
2018,Ishmael Hyman,James Madison (VA),WR,72,196,,9.99,,,,9.99,9.99
2018,Godwin Igwebuike,Northwestern,FS,71.375,205,,4.44,19,35.5,128,4.12,6.56
2018,Jeromy Irwin,Colorado,OT,76.875,306,,9.99,,,,9.99,9.99
2018,Ty Isaac,Michigan,RB,74.125,227,,9.99,,,,9.99,9.99
2018,Joel Iyiegbuniwe,Western Kentucky,ILB,73.375,229,,4.6,19,35,117,4.28,7.06
2018,Ryan Izzo,Florida State,TE,76.625,256,,4.94,18,33,110,4.43,7.15
2018,Darius Jackson,Jacksonville State (AL),OLB,74.25,242,,4.87,21,26.5,113,9.99,7.52
2018,Donte Jackson,Louisiana State,CB,70.5,175,,4.32,7,,124,9.99,9.99
2018,J.C. Jackson,Maryland,CB,69.75,193,,4.46,14,35.5,120,9.99,9.99
2018,Josh Jackson,Iowa,CB,72.375,192,,4.56,18,38,123,4.03,6.86
2018,Justin Jackson,Northwestern,RB,71.625,199,,4.52,13,38.5,122,4.07,6.81
2018,Lamar Jackson,Louisville,QB,74.25,216,,9.99,,,,9.99,9.99
2018,Leon Jacobs,Wisconsin,OLB,73.125,246,,4.48,26,34.5,122,4.44,7.14
2018,Natrell Jamerson,Wisconsin,FS,70.625,198,,4.4,25,35.5,120,9.99,9.99
2018,Alec James,Wisconsin,DE,75,262,,9.99,,,,9.99,9.99
2018,Darius James,Auburn,OG,76.375,327,,9.99,,,,9.99,9.99
2018,Derwin James,Florida State,SS,73.75,215,,4.47,21,40,132,9.99,9.99
2018,Richie James,Middle Tennessee State,WR,70.125,183,,4.48,6,35.5,122,4.16,6.87
2018,Malik Jefferson,Texas,ILB,74.25,236,,4.52,27,36,125,9.99,9.99
2018,Adonis Jennings,Temple,WR,74.25,203,,9.99,,,,9.99,9.99
2018,Ricky Jeune,Georgia Tech,WR,74.125,213,,9.99,,,,9.99,9.99
2018,Josey Jewell,Iowa,ILB,73,234,,4.82,18,33,117,4.27,6.8
2018,Ben Johnson,Kansas,TE,75.875,246,,9.99,,,,9.99,9.99
2018,Danny Johnson,Southern (LA),CB,69.25,185,,4.44,15,35,123,9.99,9.99
2018,DErnest Johnson,South Florida,RB,70.625,200,,9.99,,,,9.99,9.99
2018,Garrett Johnson,Kentucky,WR,70.25,169,,9.99,,,,9.99,9.99
2018,Kerryon Johnson,Auburn,RB,71.5,213,,9.99,11,40,126,4.29,7.07
2018,Taron Johnson,Weber State (UT),CB,71.125,180,,4.5,17,33,118,4.28,7.03
2018,Alvin Jones,Texas-El Paso,ILB,70.625,231,,9.99,,,,9.99,9.99
2018,Chris Jones,Nebraska,CB,71.875,195,,4.57,14,,,9.99,9.99
2018,Jamarco Jones,Ohio State,OT,76,299,,5.5,,24,102,4.99,8.32
2018,Justin Jones,North Carolina State,DT,74.5,309,,5.09,24,29,104,4.74,7.82
2018,Marcus Jones,Northwest Missouri State,CB,71.75,185,,9.99,,,,9.99,9.99
2018,Ronald Jones,Southern California,RB,71,205,,4.65,,36.5,,9.99,9.99
2018,Sam Jones,Arizona State,OG,76.625,305,,5.32,28,27,101,4.86,7.92
2018,Jaryd Jones-Smith,Pittsburgh,OT,78.5,317,,5.22,16,27,109,4.94,8.1
2018,Michael Joseph,Dubuque (IA),CB,72.625,181,,9.99,17,34,,4.2,6.89
2018,Sebastian Joseph,Rutgers,DT,75,299,,9.99,,,,9.99,9.99
2018,Peter Kalambayi,Stanford,OLB,74.625,252,,4.57,19,34,121,4.36,7.13
2018,Joshua Kalu,Nebraska,FS,72.25,195,,4.58,17,41.5,134,9.99,9.99
2018,Chad Kanoff,Princeton,QB,76,219,,9.99,,,,9.99,9.99
2018,Dalton Keene,Illinois State,DT,75.25,285,,9.99,,,,9.99,9.99
2018,Jermaine Kelly,San Jose State,CB,72.5,196,,9.99,,,,9.99,9.99
2018,John Kelly,Tennessee,RB,69.875,216,,9.99,15,35,120,4.51,7.13
2018,Kameron Kelly,San Diego State,FS,73.625,200,,4.66,9,33,120,4.28,6.94
2018,Brett Kendrick,Tennessee,OT,77.75,305,,9.99,,,,9.99,9.99
2018,Arden Key,Louisiana State,DE,76.875,238,,9.99,,31,117,4.25,7.16
2018,DeVante Kincade,Grambling State (LA),QB,71.375,198,,9.99,,,,9.99,9.99
2018,Jamarcus King,South Carolina,CB,72.75,186,,4.7,,,,9.99,9.99
2018,Christian Kirk,Texas A&M,WR,70.375,201,,4.47,20,35.5,115,4.45,7.09
2018,Keith Kirkwood,Temple,WR,74.5,221,,9.99,,,,9.99,9.99
2018,Micah Kiser,Virginia,ILB,72.375,238,,4.66,,35.5,121,4.24,7.05
2018,David Knevel,Nebraska,OT,80.625,333,,9.99,,,,9.99,9.99
2018,Alan Knott,South Carolina,C,75.75,291,,9.99,,,,9.99,9.99
2018,Tejan Koroma,Brigham Young,C,72.125,298,,9.99,,,,9.99,9.99
2018,Christian LaCouture,Louisiana State,DT,76.375,293,,9.99,,,,9.99,9.99
2018,Chris Lacy,Oklahoma State,WR,75,205,,4.51,11,33.5,120,9.99,9.99
2018,Richard Lagow,Indiana,QB,77,219,,9.99,,,,9.99,9.99
2018,Chris Lammons,South Carolina,CB,69.25,194,,9.99,,,,9.99,9.99
2018,DuVonta Lampkin,Oklahoma,DT,76.125,345,,9.99,,,,9.99,9.99
