Year,Name,College,Position,Height (in),Weight (lbs),Wonderlic,40 Yard Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle ,3Cone
2004,Sean Locklear,North Carolina State,OG,76,308,,5.19,27,29,100,4.56,7.85
2004,J.P. Losman,Tulane (LA),QB,74.3,224,31,4.7,,33,116,9.99,9.99
2004,Triandos Luke,Alabama,WR,71,199,,4.43,,38,124,4.17,7.06
2004,Maurice Mann,Nevada,WR,74,191,,4.57,,34,118,9.99,9.99
2004,Eli Manning,Mississippi,QB,76.8,221,39,4.9,,,,9.99,9.99
2004,Luke McCown,Louisiana Tech,QB,75.9,208,24,4.71,,37.5,125,4.21,6.74
2004,Derek McCoy,Colorado,WR,75.3,210,,4.73,,38,128,4.09,7.1
2004,Bobby McCray,Florida,DE,77.8,255,,4.68,27,33.5,,9.99,9.99
2004,Dylan McFarland,Montana,OT,77.9,304,,5.26,31,27.5,98,9.99,9.99
2004,Sean McHugh,Penn State,TE,77.1,264,,4.92,18,29,115,4.09,7.36
2004,Jeris McIntyre,Auburn,WR,71.3,203,,4.51,,29,112,4.08,6.98
2004,Nautyn McKay-Loescher,Alabama,DE,74,260,,4.75,,,,9.99,7.27
2004,Caleb Miller,Arkansas,ILB,75.3,224,,4.71,23,34.5,120,3.93,6.85
2004,Jim Molinaro,Notre Dame,OT,77.9,308,,5.09,21,29.5,105,4.6,7.75
2004,Clarence Moore,Northern Arizona,WR,78,211,,4.55,,34,122,4.21,6.84
2004,Mewelde Moore,Tulane (LA),RB,70.6,209,,4.62,,35,118,4.12,7.05
2004,Johnnie Morant,Syracuse,WR,76,229,,4.54,,41,130,4.22,7.34
2004,John Navarre,Michigan,QB,78,246,24,5.18,,26.5,100,4.46,7.73
2004,James Newson,Oregon State,WR,72.8,213,,4.85,,31.5,116,9.99,7.41
2004,Gabe Nyenhuis,Colorado,DE,75.3,269,,4.78,25,39,124,4.03,6.92
2004,Antwan Odom,Alabama,DE,77.8,274,,4.74,21,37,114,4.44,7.3
2004,Shane Olivea,Ohio State,OT,74.9,302,,5.25,,29,92,4.71,8.25
2004,Igor Olshansky,Oregon,DT,77.3,315,,5.01,41,33.5,110,4.41,7.61
2004,Uyi Osunde,Connecticut,DE,75.1,252,,4.75,33,,,9.99,9.99
2004,Tony Pape,Michigan,OT,78.1,323,,5.35,26,27,97,4.6,8.01
2004,Arnold Parker,Utah,SS,73.9,213,,4.52,18,35.5,120,4.12,6.98
2004,Samie Parker,Oregon,WR,70.4,179,,4.39,,36,,9.99,9.99
2004,Josh Parrish,Washington State,OT,77.9,330,,5.39,20,28,104,4.61,8.24
2004,Jarrett Payton,Miami (FL),RB,72.1,220,,4.61,,31,115,4.31,7.34
2004,Chris Perry,Michigan,RB,72,224,,4.55,19,,,9.99,9.99
2004,Stephen Peterman,Louisiana State,OG,76,312,,5.45,23,24.5,95,4.68,7.87
2004,Jason Peters,Arkansas,TE,76.5,336,,4.99,21,29,115,4.75,7.7
2004,Shaun Phillips,Purdue,DE,75.1,255,,4.83,,33,114,4.23,6.95
2004,Cody Pickett,Washington,QB,75.5,233,19,4.8,,30.5,109,4.3,7.19
2004,Brett Pierce,Stanford,TE,78,250,,4.95,19,27,103,4.39,7.15
2004,Lousaka Polite,Pittsburgh,FB,71.6,246,,4.65,28,32,117,4.18,7.45
2004,Will Poole,Southern California,CB,70.4,194,,4.47,16,,,9.99,9.99
2004,Derrick Pope,Alabama,OLB,70.9,230,,4.69,24,,106,9.99,9.99
2004,Kendyll Pope,Florida State,OLB,73,226,,4.71,,,118,4.26,9.99
2004,Etric Pruitt,Southern Mississippi,FS,72.1,197,,4.59,,39.5,116,4,7.15
2004,Chad Pugh,Texas Christian,DT,74.8,321,,5.44,19,25,98,4.85,8.17
2004,Keiwan Ratliff,Florida,CB,70.1,194,,4.58,11,,,9.99,9.99
2004,Alan Reuber,Texas A&M,OG,78.3,323,,5.52,26,29,98,4.91,7.95
2004,Robert Reynolds,Ohio State,ILB,75.5,251,,4.79,18,32.5,116,3.94,7.17
2004,Lawrence Richardson,Arkansas,CB,69.3,194,,4.63,8,31,112,9.99,9.99
2004,Greg Richmond,Oklahoma State,OLB,73,233,,4.7,17,,,9.99,9.99
2004,Brian Rimpf,East Carolina (NC),OT,77.6,319,,5.4,31,28,105,4.66,7.97
2004,Scott Rislov,San Jose State,QB,73,224,,4.94,,30,119,4.34,7.44
2004,Constantin Ritzmann,Tennessee,DE,75,259,,4.97,24,29,108,4.48,7.39
2004,Philip Rivers,North Carolina State,QB,77,229,30,5.08,,,,9.99,9.99
2004,Dunta Robinson,South Carolina,CB,70.6,186,,4.35,15,36,120,3.75,6.97
2004,Ben Roethlisberger,Miami (OH),QB,76.9,241,25,4.75,,,,9.99,9.99
2004,Jacob Rogers,Southern California,OT,78.1,307,,5.3,30,,,9.99,9.99
2004,Fred Russell,Iowa,RB,67,195,,4.51,21,34,121,4.3,7.09
2004,Rod Rutherford,Pittsburgh,QB,73.6,240,17,4.79,,30.5,110,4.41,7.66
2004,Sean Ryan,Boston College,TE,76.5,268,,4.97,22,32.5,115,9.99,9.99
2004,P.K. Sam,Florida State,WR,75.4,210,,4.53,,34.5,,9.99,7.04
2004,Bob Sanders,Iowa,SS,68.4,204,,4.4,15,41.5,128,3.91,6.7
2004,Matt Schaub,Virginia,QB,77.6,243,30,5.05,,30.5,110,4.62,7.65
2004,Bo Schobel,Texas Christian,DE,77,271,,4.82,25,32.5,109,4.38,6.94
2004,Stuart Schweigert,Purdue,FS,74,218,,4.45,18,38,124,3.89,6.68
2004,Darrion Scott,Ohio State,DE,75.1,289,,4.84,,36.5,118,4.32,9.99
2004,Guss Scott,Florida,SS,70.4,204,,4.49,20,39,124,9.99,9.99
2004,Jake Scott,Idaho,OT,76.9,281,,5.04,24,34.5,110,4.68,7.96
2004,Richard Seigler,Oregon State,ILB,74.3,244,,4.75,25,,,9.99,9.99
2004,Josh Sewell,Nebraska,C,73.6,301,,5.06,30,30,99,4.24,7.53
2004,Jason Shivers,Arizona State,FS,72.5,201,,4.53,19,36,128,9.99,9.99
2004,Andrew Shull,Kansas State,DE,76.6,265,,4.95,16,30.5,107,4.28,7.46
2004,Junior Siavii,Oregon,DT,76.5,344,,5.18,31,24.5,93,4.84,7.93
2004,Kurt Sigler,Eastern Washington,C,77,306,,5.84,,24,93,4.72,8.09
2004,Justin Smiley,Alabama,OG,75.3,298,,5,19,32,111,4.41,7.72
2004,Antonio Smith,Oklahoma State,DE,75.4,274,,5.05,24,33,108,4.75,9.99
2004,Daryl Smith,Georgia Tech,OLB,73.6,234,,4.67,24,,,9.99,9.99
2004,Freddie Smith,Georgia Tech,WR,73.6,234,,4.79,24,32.5,114,4.4,9.99
2004,Keith Smith,McNeese State (LA),CB,71.5,201,,4.49,12,36.5,116,9.99,9.99
2004,Jeff Smoker,Michigan State,QB,75.1,223,23,4.95,,26.5,101,4.36,7.65
2004,Chris Snee,Boston College,OG,74.8,314,,5.1,29,30.5,104,4.66,7.75
2004,Shannon Snell,Florida,OG,76.4,316,,5.8,21,25.5,93,4.91,8.38
2004,Isaac Sopoaga,Hawaii,DT,74.3,317,,5,42,30.5,99,4.66,7.79
2004,Cody Spencer,North Texas,ILB,74.5,242,,4.67,27,34.5,116,4.08,6.94
2004,John Standeford,Purdue,WR,75.1,197,,4.63,,32.5,113,4.08,6.9
2004,Max Starks,Florida,OT,79,350,,5.43,21,27.5,98,4.65,7.88
2004,Randy Starks,Maryland,DT,75.4,314,,5.03,27,29.5,102,9.99,9.99
2004,Kendrick Starling,San Jose State,WR,72.6,193,,4.5,,31.5,119,3.87,6.88
2004,Alex Stepanovich,Ohio State,C,75.4,304,,5.26,,25.5,96,4.44,7.64
2004,Drew Strojny,Duke,OT,79.1,327,,5.38,,29.5,99,4.84,7.98
2004,Billy Strother,New Mexico,OLB,73,241,,4.68,,33,112,4.21,7.42
2004,Thomas Tapeh,Minnesota,FB,73.4,245,,4.77,23,32.5,114,4.52,7.65
2004,Greg Taplin,Michigan State,DE,77,267,,5.09,,33,115,9.99,9.99
2004,Craig Terrill,Purdue,DT,74.5,290,,5.23,28,26.5,100,4.1,7.39
2004,Jeb Terry,North Carolina,OG,77.3,313,,5.18,27,29,105,4.98,8.03
2004,Dontarrious Thomas,Auburn,OLB,74.5,241,,4.64,26,38.5,129,4,9.99
2004,Joey Thomas,Montana State,CB,72.9,195,,4.46,17,38.5,122,3.88,6.82
2004,Chris Thompson,Nicholls State (LA),CB,72,189,,4.5,12,35,117,4.14,7.09
2004,Bruce Thornton,Georgia,CB,71,197,,4.5,,37.5,122,9.99,9.99
2004,Andrae Thurman,Southern Oregon,WR,71.3,192,,4.53,,34.5,121,4.3,7.31
2004,Deryck Toles,Penn State,OLB,71.8,224,,4.62,24,37,112,4.23,7.12
2004,Reggie Torbor,Auburn,DE,74.1,254,,4.7,16,34,120,4.46,7.48
2004,Daryl Towns,Nevada,OLB,73,224,,4.57,,37,112,4.25,7.15
2004,Marcus Tubbs,Texas,DT,76,321,,5.05,29,32.5,105,9.99,9.99
2004,Sean Tufts,Colorado,OLB,76.1,242,,4.66,21,34.5,118,3.94,6.94
2004,Michael Turner,Northern Illinois,RB,70.5,237,,4.49,22,31,114,4.15,7.5
2004,Bradlee Van Pelt,Colorado State,QB,74.3,231,25,4.96,,33.5,115,4.11,6.89
2004,Khaleed Vaughn,Clemson,DE,76.5,281,,5.02,14,31.5,113,4.35,7.38
2004,Michael Waddell,North Carolina,CB,70.9,187,,4.33,14,37.5,121,4.03,6.84
2004,Alex Wade,Duke,FB,72.4,248,,4.97,22,32.5,114,4.41,7.5
2004,Mike Walker,Minnesota-Morris,TE,76,254,,4.8,19,30,106,4.35,7.51
2004,Matt Ware,UCLA,FS,74.4,209,,4.54,15,,,9.99,9.99
2004,Donnell Washington,Clemson,DT,77.5,332,,5.03,34,31,109,4.88,7.8
2004,Rashad Washington,Kansas State,FS,74.1,223,,4.61,14,34,116,4.02,7.06
2004,Ben Watson,Georgia,TE,75.5,258,,4.52,34,35.5,123,4.11,7.38
2004,Courtney Watson,Notre Dame,OLB,73.4,237,,4.56,22,36.5,114,4.35,7.39
2004,Scott Wells,Tennessee,C,73.9,300,,5.26,31,31,109,4.35,7.56
2004,Travelle Wharton,South Carolina,OT,75.6,312,,5.12,,31.5,105,4.58,8.31
2004,Ernest Wilford,Virginia Tech,WR,75.6,226,,4.76,,40.5,130,4.17,9.99
2004,Vince Wilfork,Miami (FL),DT,73.3,323,,5.21,36,,,9.99,9.99
2004,Corey Williams,Arkansas State,DT,76,313,,5.18,25,28,,4.55,7.97
2004,Demorrio Williams,Nebraska,OLB,72.8,232,,4.54,16,37,125,4.11,7.02
2004,Madieu Williams,Maryland,FS,72.4,193,,4.5,18,,125,9.99,9.99
2004,Quintin Williams,Wake Forest,FS,71.5,207,,4.61,21,37,122,4.09,7.28
2004,Shaud Williams,Alabama,RB,67.5,193,,4.71,15,34,114,4.15,7.01
2004,Virgil Williams,Washington State,SS,72.9,196,,4.66,11,,,9.99,9.99
2004,Keith Willis,Virginia Tech,TE,77.8,260,,5.03,21,,114,4.44,7.33
2004,George Wilson,Arkansas,WR,72.1,213,,4.6,,35,120,3.98,7.07
2004,Gibril Wilson,Tennessee,SS,72.1,197,,4.47,15,,120,9.99,9.99
2004,Kris Wilson,Pittsburgh,TE,74,248,,4.62,24,35,119,4.13,6.89
2004,Mark Wilson,California,OT,78.8,314,,5.38,24,28.5,108,4.49,7.53
2004,Quincy Wilson,West Virginia,RB,69.4,225,,4.6,26,33.5,118,4.36,7.68
2004,Travis Wilson,Kansas State,FB,75.5,256,,4.85,25,33,109,4.36,7.56
2004,Marcus Winn,Alabama State,SS,72.3,223,,4.86,21,,,9.99,9.99
2004,Kellen Winslow,Miami (FL),TE,75.9,251,,4.62,24,,120,9.99,9.99
2004,Jeff Womble,Florida State,DT,73.4,313,,5.36,18,28,,9.99,9.99
2004,Rashaun Woods,Oklahoma State,WR,74.1,202,,4.54,,39,125,3.97,6.93
2004,Renaldo Works,Oklahoma,RB,72,222,,4.72,21,30.5,115,4.09,7.25
2004,Jason Wright,Northwestern,RB,70.4,210,,4.66,,30,111,4.12,7.35
2004,Dexter Wynn,Colorado State,CB,69.3,175,,4.49,13,39,123,3.9,6.7
2005,Hamza Abdullah,Washington State,SS,74,214,,4.65,18,39,114,9.99,6.94
2005,Anthony Alabi,Texas Christian,OT,77.125,310,,5.23,18,32.5,100,4.6,7.62
2005,Lorenzo Alexander,California,DT,74,289,,5.16,28,29.5,106,4.55,7.53
2005,Jared Allen,Florida Atlantic,QB,74.25,218,19,5,,27.5,106,4.39,7.29
2005,Derek Anderson,Oregon State,QB,78.125,242,23,5.06,,29,101,4.62,7.67
2005,Calvin Armstrong,Washington State,OT,79.125,325,,5.52,26,34,93,4.66,7.62
2005,J.J. Arrington,California,RB,68.875,214,,4.45,18,35,116,4.1,6.81
2005,O.J. Atogwe,Stanford,FS,71,219,,4.57,22,,,9.99,9.99
2005,Adrian Awasom,North Texas,DE,76.125,279,,4.93,23,32.5,107,4.4,7.57
2005,David Baas,Michigan,OG,76.5,319,,5.07,29,29.5,102,4.46,7.5
2005,Jonathan Babineaux,Iowa,DT,74.125,286,,4.9,21,29.5,109,4.57,7.7
2005,Billy Bajema,Oklahoma State,TE,76.875,261,,4.78,16,31.5,111,4.25,7.05
2005,Marion Barber,Minnesota,RB,71.375,221,,4.53,20,40,122,9.99,9.99
2005,Khalif Barnes,Washington,OT,77.75,305,,4.99,26,35,104,4.54,7.57
2005,Alex Barron,Florida State,OT,79.5,320,,5.27,,35.5,109,4.56,7.83
2005,Ronald Bartell,Howard (DC),CB,73.25,211,,4.42,21,35.5,,9.99,9.99
2005,Jordan Beck,Cal Poly,OLB,74.375,233,,4.6,25,41,128,4.12,7.11
2005,Trey Bell,Wisconsin-Whitewater,CB,71,186,,9.99,,,,9.99,9.99
2005,Bryce Benekos,Texas-El Paso,P,77.125,227,,9.99,,,,9.99,9.99
2005,Cedric Benson,Texas,RB,70.5,222,,9.99,,,,9.99,9.99
2005,Adam Bergen,Lehigh (PA),TE,76.375,265,,4.84,25,38,118,4.1,7.11
2005,Joe Berger,Michigan Tech,OT,77.5,303,,5.2,30,27,96,4.62,7.77
2005,Justin Beriault,Ball State (IN),FS,74.75,204,,4.57,14,39.5,124,3.8,6.92
2005,Brock Berlin,Miami (FL),QB,73.5,221,13,4.89,,29,106,4.54,7.49
2005,Atari Bigby,Central Florida,SS,70.75,214,,4.65,19,35,106,4.1,7
2005,DeCori Birmingham,Arkansas,RB,69.75,210,,4.59,14,34.5,115,4.28,7.13
2005,Darryl Blackstock,Virginia,OLB,74.625,247,,4.72,25,39,126,4.29,7.05
2005,Patrick Body,Toledo,FS,73.625,196,,4.36,,,,9.99,9.99
2005,Michael Boley,Southern Mississippi,OLB,74.75,236,,4.62,,34,110,4.12,7.08
2005,Larry Brackins,Pearl River (MS),WR,76.375,205,,4.65,,35,108,4.44,7.16
2005,Mark Bradley,Oklahoma,WR,73.375,201,,4.43,,39.5,128,3.98,6.96
2005,Craig Bragg,UCLA,WR,72.625,196,,4.46,,36,,9.99,9.99
2005,Jamaal Brimmer,Nevada Las Vegas,SS,73.375,216,,4.87,16,32,108,4.63,7.78
2005,Wesley Britt,Alabama,OT,80,314,,5.3,24,,,9.99,9.99
2005,C.J. Brooks,Maryland,OG,77.5,309,,5.17,24,31.5,108,4.56,7.61
2005,Nehemiah Broughton,Citadel (SC),RB,71.5,250,,4.61,25,30,108,4.28,7.54
2005,Elton Brown,Virginia,OG,76.875,329,,9.99,,,,9.99,9.99
2005,Jammal Brown,Oklahoma,OT,77.875,316,,5.09,,31.5,109,4.67,7.93
2005,Jason Brown,North Carolina,C,74.75,313,,5.5,23,30.5,102,4.51,7.72
2005,Reggie Brown,Georgia,WR,73.63,196,,4.52,,41.5,128,3.94,6.99
2005,Ronnie Brown,Auburn,RB,72.25,233,,4.46,18,34,117,4.08,7.1
2005,Tim Brown,West Virginia,OT,76.5,318,,5.67,23,29,89,4.92,7.84
2005,Brandon Browner,Oregon State,CB,75.5,221,,4.67,13,36.5,120,4.24,7.2
2005,Anthony Bryant,Alabama,DT,75,337,,5.1,23,31.5,106,4.68,7.8
2005,Doug Buckles,Mississippi,OG,77.25,311,,5.52,18,23.5,88,4.8,8.17
2005,Dan Buenning,Wisconsin,OG,75.875,320,,5.35,29,28,106,4.59,7.9
2005,Josh Bullocks,Nebraska,FS,72,209,,4.49,,37.5,116,4.08,7.09
2005,Tim Bulman,Boston College,DT,75.5,294,,4.94,35,32.5,115,4.2,7.23
2005,Kevin Burnett,Tennessee,OLB,74.875,239,,4.61,20,36,119,9.99,9.99
2005,Vincent Burns,Kentucky,DE,72.375,267,,4.9,25,35,119,4.41,7.24
2005,Larry Burt,Miami (OH),DT,74,304,,5.41,22,28,98,4.72,8.03
2005,James Butler,Georgia Tech,FS,73.875,213,,4.58,16,40.5,127,3.98,7.1
2005,Jason Campbell,Auburn,QB,76.75,230,28,4.72,,,,9.99,7.42
2005,Chris Canty,Virginia,DE,79.25,279,,9.99,,,,9.99,9.99
2005,Jerome Carter,Florida State,SS,71.375,220,,4.49,21,35,116,4.04,7.18
2005,Vince Carter,Oklahoma,C,74.625,293,,9.99,,,,9.99,9.99
2005,Luis Castillo,Northwestern,DT,75.375,303,,4.82,32,34.5,110,9.99,9.99
2005,Timmy Chang,Hawaii,QB,73,211,26,5.1,,29,103,4.2,7.24
2005,Maurice Clarett,Ohio State,RB,71.63,234,,4.84,22,34,113,9.99,9.99
2005,Ryan Claridge,Nevada Las Vegas,OLB,74,254,,9.99,,,,9.99,9.99
2005,Mark Clayton,Oklahoma,WR,70.375,193,,4.43,,36.5,117,4.07,6.95
2005,Jonathan Clinkscale,Wisconsin,OG,74.25,315,,5.52,,27.5,93,9.99,9.99
2005,DeAndra Cobb,Michigan State,RB,69.75,196,,4.53,17,34,118,4.25,7.13
2005,Dan Cody,Oklahoma,DE,77.5,254,,9.99,,,,9.99,9.99
2005,Shaun Cody,Southern California,DT,76,293,,4.95,34,,,9.99,9.99
2005,Trent Cole,Cincinnati,OLB,74.25,236,,9.99,,,,9.99,9.99
2005,Eric Coleman,Clemson,DT,76.875,288,,5.15,27,33,118,4.71,7.42
2005,Jerome Collins,Notre Dame,TE,76.25,267,,4.73,21,,114,9.99,9.99
2005,Nick Collins,Bethune-Cookman (FL),CB,71.125,206,,4.42,11,40,113,4.16,6.94
2005,Chris Colmer,North Carolina State,OT,77.25,310,,9.99,,,,9.99,9.99
2005,Jon Colon,Florida,OT,79.25,317,,5.64,,25.5,82,4.89,8.03
2005,Dustin Colquitt,Tennessee,P,74.375,211,,9.99,,,,9.99,9.99
2005,Dan Connolly,Southeast Missouri State,OT,75.625,311,,5.26,22,28.5,102,4.54,7.65
2005,Sean Considine,Iowa,FS,72.125,212,,4.53,19,37,116,3.92,7.09
2005,Atcheson Conway,Bowie State (MD),SS,70.4,219,,4.95,14,32,108,4.1,7.38
2005,Roger Cooper,Montana State,OLB,74.375,239,,4.75,19,35.5,118,4.33,7.28
2005,Junius Coston,North Carolina A&T,C,75.375,310,,5.34,21,29.5,101,4.56,7.93
2005,Jonas Crafts,Texas-El Paso,TE,74.875,247,,4.89,24,,,9.99,9.99
2005,Vince Crochunis,Pittsburgh,DT,75.375,295,,9.99,,,,9.99,9.99
2005,Garrett Cross,California,TE,76.375,245,,9.99,,,,9.99,9.99
2005,Channing Crowder,Florida,ILB,74.25,252,,9.99,,,,9.99,9.99
2005,Airese Currie,Clemson,WR,70.5,186,,4.52,,38,125,4.07,7.05
2005,Markus Curry,Michigan,CB,70.875,181,,4.62,12,35,113,3.89,7.04
2005,Tony Curtis,Portland State (OR),TE,77.375,269,,4.97,21,,115,9.99,9.99
2005,Harvey Dahl,Nevada,OT,78.125,299,,5.42,17,27,99,4.58,8.16
2005,Travis Daniels,Louisiana State,CB,72.625,194,,4.59,,35,117,3.97,6.95
2005,Anthony Davis,Wisconsin,RB,66.625,200,,4.53,18,38,119,9.99,7.39
2005,Chauncey Davis,Florida State,DE,73.875,273,,4.84,22,37,117,4.44,7.66
2005,Jim Davis,Virginia Tech,DE,75.5,277,,5.05,,34,108,4.23,7.11
2005,Josh Davis,Marshall (WV),WR,72.375,191,,4.55,,37.5,118,4.22,7.19
2005,Thomas Davis,Georgia,FS,73,230,,4.64,,36.5,115,3.97,7.09
2005,John Denney,Brigham Young,DE,77.5,265,,9.99,,,,9.99,9.99
2005,Arrion Dixon,Arkansas,DT,75.625,293,,9.99,,,,9.99,9.99
2005,Ben Dougherty,Florida A&M,QB,74.125,222,,4.84,,33,108,4.34,7.41
2005,Joel Dreessen,Colorado State,TE,76.25,260,,4.77,22,36,111,4.01,7.09
2005,Adell Duckett,Texas Tech,DE,75.375,270,,4.96,14,34.5,104,4.35,7.75
2005,Kevin Dudley,Michigan,FB,72.5,238,,4.96,19,30,109,4.56,7.25
2005,Clifford Dukes,Michigan State,DE,75.5,268,,4.98,28,31.5,,9.99,9.99
2005,Jon Dunn,Virginia Tech,OT,79.25,328,,5.44,,,,9.99,9.99
2005,Braylon Edwards,Michigan,WR,74.875,211,,4.45,22,,,9.99,9.99
2005,Abraham Elimimian,Hawaii,CB,69.625,190,,4.68,14,39,118,4.05,9.99
2005,Atiyyah Ellison,Missouri,DT,76.25,305,,5.1,25,27.5,99,4.79,8
2005,Ben Emanuel,UCLA,FS,74.75,212,,4.57,21,,,9.99,9.99
2005,Jamar Enzor,Cincinnati,OLB,72.5,243,,4.83,21,,,9.99,9.99
2005,Trai Essex,Northwestern,OT,76.5,324,,5.63,,29,91,4.92,8.11
2005,Patrick Estes,Virginia,TE,78.375,268,,9.99,,,,9.99,9.99
2005,Kevin Everett,Miami (FL),TE,76.625,241,,9.99,,,,9.99,9.99
2005,Liam Ezekiel,Northeastern (MA),ILB,72.125,249,,4.83,36,34.5,117,4.12,7.27
2005,Cole Farden,Oklahoma State,P,70.5,205,,9.99,,,,9.99,9.99
2005,Ciatrick Fason,Florida,RB,72.75,207,,9.99,,,,9.99,9.99
2005,Diamond Ferri,Syracuse,SS,70.125,223,,4.64,20,35.5,111,4.14,7.15
2005,Tony Ficklin,San Jose State,DE,73.875,268,,9.99,,,,9.99,9.99
2005,Ronald Fields,Mississippi State,DT,74.375,313,,5.16,,27,100,4.68,8.01
2005,Alfred Fincher,Connecticut,ILB,73.375,238,,4.68,25,31.5,112,4.48,7.7
2005,Adam Finley,Michigan,P,75.625,221,,9.99,,,,9.99,9.99
2005,Ryan Fitzpatrick,Harvard,QB,74.375,232,48,4.87,,30.5,103,4.07,7.09
2005,Therrian Fontenot,Frenso State (CA),CB,70.875,187,,9.99,,,,9.99,9.99
2005,Dustin Fox,Ohio State,FS,70.875,191,,4.43,7,43.5,,9.99,9.99
2005,Domonique Foxworth,Maryland,CB,71.125,184,,4.39,14,41,125,3.89,6.78
2005,Aaron Francisco,Brigham Young,FS,73.875,211,,4.76,17,35,110,4.07,6.96
2005,Simon Fraser,Ohio State,DE,77.625,288,,5.05,23,28,102,4.43,7.54
2005,Andre Frazier,Cincinnati,DE,76.625,234,,4.72,19,38,123,4.12,7.09
2005,Charles Frederick,Washington,WR,70.75,194,,4.78,,33,108,4.25,7.41
2005,Charlie Frye,Akron,QB,75.875,225,38,4.85,,33,109,4.08,6.94
2005,Vincent Fuller,Virginia Tech,FS,73.125,189,,9.99,,,,9.99,9.99
2005,Dylan Gandy,Texas Tech,OG,75,304,,5.18,,29.5,100,4.51,7.62
2005,Lionel Gates,Louisville,RB,71.625,222,,4.72,23,36,118,4.1,7.17
2005,George Gause,South Carolina,DE,76.875,275,,9.99,,,,9.99,9.99
2005,Justin Geisinger,Vanderbilt,OT,75.75,322,,5.38,34,25,92,4.62,7.87
2005,Eric Ghiaciuc,Central Michigan,C,76,302,,5.14,30,32,102,4.56,7.87
2005,Fred Gibson,Georgia,WR,76,196,,4.57,,38.5,126,4.1,7.03
2005,Howard Gilmore,Norfolk State (VA),WR,72,194,,4.74,,36,113,4.44,7.56
2005,Matt Giordano,California,FS,70.75,199,,9.99,,,,9.99,9.99
2005,Johnathan Goddard,Marshall (WV),OLB,72.25,238,,4.7,27,35,107,4.14,7.48
2005,Michael Goolsby,Notre Dame,ILB,75,249,,5,,29.5,112,4.36,7.31
2005,Mike Goolsby,Notre Dame,ILB,75,249,,5,,29.5,112,4.36,7.31
2005,Frank Gore,Miami (FL),RB,69.375,217,,9.99,,,,9.99,9.99
2005,Ryan Grant,Notre Dame,RB,73.125,215,,4.5,17,33.5,115,4.12,7.08
2005,Eric Green,Virginia Tech,CB,71.375,198,,4.56,,38,120,3.9,9.99
2005,Justin Green,Montana,FB,71.375,251,,4.91,23,31,106,4.21,7.24
2005,David Greene,Georgia,QB,75.5,226,21,4.8,,31.5,113,4.1,7
2005,Kelly Griffeth,Fort Hays State (KS),TE,77.25,284,,4.93,21,28,101,4.27,7.25
2005,Boomer Grigsby,Illinois State,ILB,71.75,249,,4.6,32,35.5,112,9.99,7.1
2005,Matt Grootegoed,Southern California,SS,70.75,218,,4.68,22,31.5,107,4.26,7.17
2005,Gino Guidugli,Cincinnati,QB,75.75,229,30,5.04,,29,97,4.52,7.41
2005,Tyjuan Hagler,Cincinnati,OLB,71.6,236,,4.61,35,35.5,114,4.07,7.21
2005,Josh Haldi,Northern Illinois,QB,74,215,30,4.68,,33,113,4.07,6.89
2005,Geoff Hangartner,Texas A&M,C,77,301,,5.25,26,28.5,100,4.52,7.62
2005,Jason Harmon,Michigan State,FS,71.5,209,,4.74,23,37,117,4.1,7.61
2005,Reggie Harrell,Texas Christian,WR,74.75,214,,4.61,,35,111,4.11,7.42
2005,Jermaine Harris,South Carolina,FS,75.25,208,,9.99,,,,9.99,9.99
2005,Kay-Jay Harris,West Virginia,RB,72.375,241,,4.6,,38,119,4.1,7.2
2005,Marques Harris,Southern Utah,OLB,73,231,,4.76,22,40.5,117,4.07,7.19
2005,Arnold Harrison,Georgia,OLB,74.75,236,,9.99,,,,9.99,9.99
2005,Michael Hawkins,Oklahoma,FS,73.25,178,,9.99,,,,9.99,9.99
2005,Anttaj Hawthorne,Wisconsin,DT,75.375,321,,5.25,21,27,98,4.69,8
2005,Kelvin Hayden,Illinois,CB,70.375,197,,4.52,17,34,111,3.9,6.87
2005,Jovan Haye,Vanderbilt,DE,74,284,,4.77,33,34,110,4.35,7.38
2005,Alex Haynes,Central Florida,RB,69.875,223,,4.54,21,32.5,,9.99,9.99
2005,Madison Hedgecock,North Carolina,FB,75,266,,4.92,29,32.5,106,4.24,7.41
2005,Chris Henry,West Virginia,WR,76,197,,4.5,,,,9.99,9.99
2005,Todd Herremans,Saginaw Valley State (MI),OT,77.75,321,,9.99,,,,9.99,9.99
2005,Noah Herron,Northwestern,RB,71,224,,4.67,17,31,107,3.97,6.95
2005,Efrem Hill,Samford (AL),WR,72.5,179,,4.64,,37.5,123,4.07,7.42
2005,Leroy Hill,Clemson,ILB,73,229,,4.7,25,34,116,4.1,7.23
2005,Reynaldo Hill,Florida,CB,71,187,,9.99,,,,9.99,9.99
2005,Ellis Hobbs,Iowa State,CB,69,192,,4.49,12,42,121,4.07,6.8
2005,Drew Hodgdon,Arizona State,C,74.75,309,,5.31,,32,108,4.45,7.49
2005,Alphonso Hodge,Miami (OH),CB,70.75,203,,4.47,20,34,,3.99,9.99
2005,Reggie Hodges,Ball State (IN),P,72.375,226,,9.99,,,,9.99,9.99
2005,Terry Holley,Rice (TX),SS,73.25,211,,4.68,24,37,115,9.99,9.99
2005,Daven Holly,Cincinnati,CB,70.375,192,,4.44,15,39,113,4.08,7.16
